"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Appel d'offres ouvert","42230","Roche la Molière","Marché","90492000","6","24420077000117","Saint-Etienne Métropole","2021-01-11","BG Ingénieurs Conseils","30355924900121","SIRET","2021ASRI0200","Marché","Révisable","2021-1-11","Maîtrise d'oeuvre diagnostic STEP Moussettes de Roche-La-Molière; création bassin d'orage route de Trémolin avec renouvellement des collecteurs création de 2 canalisations de transfert des effluents","234910.00","688FF148C593BF6D6916792DD005F89C"
"Procédure adaptée","42000","Commune de Dargoire","Marché","71311300","12","24420077000117","Saint Etienne Métropole","2021-06-09","Atelier d'architecture Simon Teyssou","43235134400028","SIRET","2021VO15000","Marché","Révisable","2021-06-09","Mission de maîtrise d'oeuvre ECM-Aménagement touristique des ruelles du bourg et du chemin thématique entre le bourg et l'église sur la commune de Dargoire (Loire)","29555.0",""
"Procédure adaptée","42650","Site METROTECH 42650 ST JEAN BONNEFONDS","Marché","45232410","3","24420077000117","Saint-Etienne Métropole","2021-01-21","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2021DCAF700","Marché","Ferme et actualisable","2021-1-20","Travaux de viabilisation de la parcelle SUD-EST sur le site METROTECH à Saint-Jean-Bonnefonds","101674.00","6C735635F140FCE179BD90139E334086"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","42415100","4","24420077000117","Saint Etienne Métropole","2021-11-30","HAULOTTE FRANCE","34449827400051","SIRET","2021MAM27900","Marché","Ferme et actualisable","2021-11-29","Achat d'une nacelle électrique PEMP de type 1a pour le Musée d'Art Moderne et Contemporain","21490.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","85320000","12","24420077000117","Saint Etienne Métropole","2021-06-09","Association Entraide Pierre Valdo","43980837900127","SIRET","2021AT15100","Marché","Révisable","2021-06-09","Prestations d'accompagnement social lié au logement dans le cadre du Fonds de Solidarité Logement (FSL)","65240.0",""
"Procédure adaptée","42800","SAINTE CROIX EN JAREZ","Marché","71240000","48","24420077000117","Saint-Etienne Métropole","2020-12-17","SELARL D'ARCHITECTURE FEASSON GAGNAL GOULOIS","47808463500018","SIRET","2020TOUR36500","Marché","Révisable","2020-12-17","MARCHE DE MAÎTRISE D'OEUVRE POUR LA VALORISATION DU SITE DE LA CHARTREUSE DE SAINTE-CROIX-EN-JAREZ (42)","102947.00","6E790D4CC365DE74CB2C5D439946AC69"
"Procédure adaptée","42700","Firminy Boulevard Fayol","Marché","71310000","12","24420077000117","Saint Etienne Métropole","2021-07-19","VINCENT DESVIGNES INGENIERIE - V.D.I","79948398700019","SIRET","2021VO18800","Marché","Révisable","2021-07-19","MARCHE DE MAÎTRISE D'OEUVRE COMPLÈTE POUR L'AMÉNAGEMENT DU BOULEVARD FAYOL A FIRMINY - 3EME TRANCHE AVEC RENOUVELLEMENT DES RÉSEAUX HUMIDES","44840.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71240000","24","24420077000117","Saint-Etienne Métropole","2020-12-07","REALITES ENVIRONNEMENT","50844443700026","SIRET","2020DD36200","Marché","Révisable","2020-12-7","MARCHE DE MAITRISE D'OEUVRE POUR LA RESTAURATION DE CONTINUITES ECOLOGIQUES.","88405.00","6F6CEDDCC5F77E936DFA05212999E95E"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71240000","24","24420077000117","Saint-Etienne Métropole","2020-12-07","Naturalia Environnement","50262900900098","SIRET","2020DD36300","Marché","Révisable","2020-12-7","MARCHE DE MAITRISE D'OEUVRE POUR LA RESTAURATION DE CONTINUITES ECOLOGIQUES.","59970.00","6F8BA825DCA04978B3E8C561853433D0"
"Procédure adaptée","42700","FIRMINY","Marché","45232150","5","24420077000117","Saint Etienne Métropole","2022-01-14","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2021EP37100","Marché","Révisable","2022-01-14","Travaux de renouvellement du réseau d'eau brute du Boulevard Fayol - 3ème secteur - sur la commune de Firminy","558700.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90470000","12","24420077000117","Saint Etienne Métropole","2022-01-04","SARP CENTRE EST","31558801200239","SIRET","2021ASRI33200","Marché","Révisable","2021-12-27","CURAGE DES RESEAUX ET OUVRAGES D'ASSAINISSEMENT SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","70000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90470000","12","24420077000117","Saint Etienne Métropole","2022-01-04","SARP OSIS SUD EST","95752847400274","SIRET","2021ASRI3300","Marché","Révisable","2021-12-23","CURAGE DES RESEAUX ET OUVRAGES D'ASSAINISSEMENT SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","60000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90470000","12","24420077000117","Saint Etienne Métropole","2022-01-04","SARP OSIS SUD EST","95752847400274","SIRET","2021ASRI33400","Marché","Révisable","2021-12-23","CURAGE DES RESEAUX ET OUVRAGES D'ASSAINISSEMENT SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","70000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90470000","12","24420077000117","Saint Etienne Métropole","2022-01-04","SARP CENTRE EST","31558801200239","SIRET","2021ASRI33500","Marché","Révisable","2021-12-27","CURAGE DES RESEAUX ET OUVRAGES D'ASSAINISSEMENT SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","40000.0",""
"Procédure adaptée","42500","Rue James Jackson","Marché","45232150","4","24420077000117","Saint Etienne Métropole","2022-01-14","BORNE TRAVAUX PUBLICS","53051217700011","SIRET","2021ASRI38300","Marché","Révisable","2022-01-14","Renouvellement des réseaux d'assainissement, d'une canalisation d'eau potable et aménagement de la voirie rue James Jackson au Chambon-Feugerolles - Tronçon n°1 - Lot n°01 réseaux humides","387050.0",""
"Procédure adaptée","42230","Roche La Molière","Marché","45232410","7","24420077000117","Saint Etienne Métropole","2021-08-03","SOGEA RHONE ALPES","34435244800411","SIRET","2021ASRI21400","Marché","Révisable","2021-08-03","Travaux de mise en séparatif du réseau d'assainissement secteur Pommaraise et renouvellement du réseau d'eau potable de la commune de Roche La Molière","2247456.78",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71631480","12","24420077000117","Saint Etienne Métropole","2022-01-04","PMM","40240214300034","SIRET","2021VO32800","Marché","Révisable","2021-12-29","Recensement, évaluation, caractérisation et visite Image Qualité Ouvrage d'Art (IQOA) des ouvrages de soutènement   sur les voiries métropolitaines","200000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71631480","12","24420077000117","Saint Etienne Métropole","2022-01-04","PMM","40240214300034","SIRET","2021VO32900","Marché","Révisable","2021-12-29","Recensement, évaluation, caractérisation et visite Image Qualité Ouvrage d'Art (IQOA) des ouvrages de soutènement   sur les voiries métropolitaines","200000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71631480","12","24420077000117","Saint Etienne Métropole","2022-01-04","PMM","40240214300034","SIRET","2021VO33000","Marché","Révisable","2021-12-29","Recensement, évaluation, caractérisation et visite Image Qualité Ouvrage d'Art (IQOA) des ouvrages de soutènement   sur les voiries métropolitaines","200000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71631480","12","24420077000117","Saint Etienne Métropole","2022-01-04","PMM","40240214300034","SIRET","2021VO33100","Marché","Révisable","2021-12-29","Recensement, évaluation, caractérisation et visite Image Qualité Ouvrage d'Art (IQOA) des ouvrages de soutènement   sur les voiries métropolitaines","200000.0",""
"Appel d'offres ouvert","42000","Ville de Saint-Etienne - Ville de Saint-Chamond - Territoire de Saint Etienne-Métropole","Accord-cadre","45262522","12","24420077000117","Saint Etienne Métropole","2021-09-02","Les Travaux Publics du Jarez","39017279900038","SIRET","2021SEM215a00","Marché","Révisable","2021-09-01","Accord-cadre multi-attributaires - Travaux de démolition pour la ville de Saint-Etienne, pour la ville de Saint-Chamond et Saint-Etienne Métropole","142794.0",""
"Appel d'offres ouvert","42000","Ville de Saint-Etienne - Ville de Saint-Chamond - Territoire de Saint Etienne-Métropole","Accord-cadre","45262522","12","24420077000117","Saint Etienne Métropole","2021-09-02","lagrange tp","53959512400014","SIRET","2021SEM215b00","Marché","Révisable","2021-09-01","Accord-cadre multi-attributaires - Travaux de démolition pour la ville de Saint-Etienne, pour la ville de Saint-Chamond et Saint-Etienne Métropole","165493.0",""
"Appel d'offres ouvert","42000","Territoire de SAINT-ETIENNE METROPLE","Accord-cadre","71317200","12","24420077000117","Saint Etienne Métropole","2021-11-30","PRESENTS","35024603900399","SIRET","2021SEM25600","Marché","Révisable","2021-10-28","Mission de coordination sécurité et protection de la santé (SPS) niveau II et III.","12000.0",""
"Appel d'offres ouvert","42000","Territoire de SAINT-ETIENNE METROPLE","Accord-cadre","71317200","12","24420077000117","Saint Etienne Métropole","2021-11-30","SP2SE","51825583100043","SIRET","2021SEM25800","Marché","Révisable","2021-11-29","Mission de coordination sécurité et protection de la santé (SPS) niveau II et III.","120000.0",""
"Procédure adaptée","42800","Usine de production d'eau potable du Couzon","Marché","71335000","12","24420077000117","Saint Etienne Métropole","2021-07-19","cabinet Montmasson","39114240300024","SIRET","2021EP19100","Marché","Révisable","2021-07-19","Maîtrise d'oeuvre pour la réhabilitation de l'usine de production d'eau potable du Couzon à Chateauneuf (Loire)","36320.0",""
"Appel d'offres ouvert","42000","Ville de Saint-Etienne - Ville de Saint-Chamond - Territoire de Saint Etienne-Métropole","Accord-cadre","45262522","12","24420077000117","Saint Etienne Métropole","2021-09-02","CHASTAGNER","38896976800018","SIRET","2021SEM216c00","Marché","Révisable","2021-09-01","Accord-cadre multi-attributaires - Travaux de démolition pour la ville de Saint-Etienne, pour la ville de Saint-Chamond et Saint-Etienne Métropole","453412.0",""
"Appel d'offres ouvert","42000","Ville de Saint-Etienne - Ville de Saint-Chamond - Territoire de Saint Etienne-Métropole","Accord-cadre","45262522","12","24420077000117","Saint Etienne Métropole","2021-09-02","arnaud demolition","39304057100027","SIRET","2021SEM216a00","Marché","Révisable","2021-09-02","Accord-cadre multi-attributaires - Travaux de démolition pour la ville de Saint-Etienne, pour la ville de Saint-Chamond et Saint-Etienne Métropole","439421.0",""
"Procédure avec négociation","42000","SAINT ETIENNE","Marché","71240000","7","24420077000117","Saint Etienne Métropole","2021-05-25","atelier VILLES & PAYSAGES","41931522100145","SIRET","2021DCAF11600","Marché","Révisable","2021-05-25","Réalisation du plan guide du Projet Partenarial d'Aménagement Gier/ Ondaine/ Saint-Etienne Sud","289300.0",""
"Appel d'offres ouvert","42000","Ville de Saint-Etienne - Ville de Saint-Chamond - Territoire de Saint Etienne-Métropole","Accord-cadre","45262522","12","24420077000117","Saint Etienne Métropole","2021-09-02","MALIA","84306014600019","SIRET","2021SEM216b00","Marché","Révisable","2021-09-02","Accord-cadre multi-attributaires - Travaux de démolition pour la ville de Saint-Etienne, pour la ville de Saint-Chamond et Saint-Etienne Métropole","654539.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71336000","4","24420077000117","Saint-Etienne Métropole","2021-01-11","ESPELIA","53426867700018","SIRET","2021DD34500","Marché","Ferme et actualisable","2021-01-11","ASSISTANCE A LA MAITRISE D'OUVRAGE POUR LA CONSTITUTION D'UNE SOCIETE LOCALE DE DEVELOPPEMENT DES ENERGIES RENOUVELABLES.<br />","28682.00","75A90B12DC0D550C3B538896989D47DD"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Marché","90513000","12","24420077000117","Saint Etienne Métropole","2021-12-20","Sermaco","38489870600054","SIRET","2021DECH34000","Marché","Révisable","2021-12-20","MISE A DISPOSITION DE BENNES POUR LE TRANSPORT ET TRAITEMENT DES DÉCHETS VERTS PRODUITS PAR LES SERVICES MUNICIPAUX","473916.67",""
"Procédure adaptée","42000","Bâtiment 244 Ouest - Quartier Manufacture Cité du design  42000 Saint-Etienne","Marché","45212310","9","24420077000117","Saint-Etienne Métropole","2020-09-24","ESCALE DESIGN","82220223000014","SIRET","2020ESRI26700","Marché","Ferme et actualisable","2020-9-24","Conception et réalisation scénographique et muséographique du lieu de préfiguration de l'espace découverte design - Phase candidature","67272.00","766CC11AB015EDC5103F714FDFB11498"
"Procédure adaptée","42490","rue du Cimetière 42490 FRAISSES","Marché","45112100","2","24420077000117","Saint-Etienne Métropole","2020-02-28","les travaux publics du jarez","39017279900020","SIRET","2020ACT9100","Marché","Ferme et actualisable","2020-02-26","Renouvellement du réseau d'adduction d'eau potable rue du cimetière de Fraisses","54275.00","781BA123D9DACF00402960081089A069"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","44613800","12","24420077000117","Saint Etienne Métropole","2021-07-09","Astech","38858143100037","SIRET","2021DECH15600","Marché","Révisable","2021-07-07","FOURNITURE DE CONTENEURS POSES AU SOL POUR LA COLLECTE DU VERRE ET DU PAPIER","275000.0",""
"Procédure adaptée","42000","Saint-Etienne","Marché","71330000","36","24420077000117","Saint-Etienne Métropole","2020-02-28","ESPELIA","53426867700018","SIRET","2020TM10400","Marché","Révisable","2020-2-28","Assistance à Maîtrise d'Ouvrage pour le renouvellement de l'exploitation du réseau de transport urbain de Saint-Etienne Métropole","90935.00","796B961E9243581847B9DDCD6FA82A5E"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","les Francas de la Loire","30088230500034","SIRET","2021SEI39100","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","15840.00","7A379A6301B44139ED7D7E7A9E7D5FE2"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","Forez Entreprendre","40757762600036","SIRET","2021SEI39200","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","16000.00","7A4831B9BE0083CE922B0CD330C07308"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","ID'EES INTERIM","38247056500062","SIRET","2021SEI39300","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","6000.00","7A584DEAD995036961E24735D8D5C9CE"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","LOIRE SERVICE ENVIRONNEMENT","39007525700035","SIRET","2021SEI39400","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","20000.00","7A5FF2FCC77C179637F5AFCFB6ECBEA2"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","FACE LOIRE","42070104700037","SIRET","2021SEI39500","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","6000.00","7A677312C2E5AA41BEFFD4F8399F90DD"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","FACE LOIRE","42070104700037","SIRET","2021SEI39600","Marché","Révisable","2021-1-21","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","6000.00","7A72122DEE6864A3C2FE4D2AB9F11D2C"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","AURORA","83378694000019","SIRET","2021SEI39700","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","4900.00","7A806F029396DAC774FF97B5F98D14E8"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","les Francas de la Loire","30088230500034","SIRET","2021SEI39800","Marché","Révisable","2021-1-20","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","53200.00","7A8A658CDEB34AC893CBFAECC46EC4F6"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","75231240","12","24420077000117","Saint-Etienne Métropole","2021-01-21","Espace socio-culturel","31946693400035","SIRET","2021SEI39900","Marché","Révisable","2021-1-21","PROGRAMMATION 2021/2023 DU PLIE DE SAINT ETIENNE METROPOLE","10000.00","7A928F1FE0613681C853D301A416D618"
"Procédure adaptée","42000","TERRENOIRE","Marché","45233140","3","24420077000117","Saint Etienne Métropole","2021-09-22","ROGER MARTIN RHONE ALPES","32380048200040","SIRET","2021VO23600","Marché","Révisable","2021-09-22","Aménagement de l'esplanade Vantajol à Terrenoire sur la commune de Saint-Etienne.","159380.4",""
